id,Age,Department,JobRole,Gender,Attrition,MonthlyIncome,PerformanceRating,YearsAtCompany
1543,40,Research & Development,Laboratory Technician,Male,0,2289,3,3
1544,42,Research & Development,Laboratory Technician,Male,0,2451,3,1
1545,31,Sales,Sales Executive,Male,1,5301,3,10
1546,34,Research & Development,Research Scientist,Female,0,2782,3,6
1547,38,Research & Development,Manufacturing Director,Unknown,0,10475,3,20
1548,27,Research & Development,Research Scientist,Male,0,3867,3,4
1549,39,Sales,Sales Executive,Male,0,5473,3,7
1550,47,Sales,Sales Executive,Male,0,6782,3,5
1551,60,Research & Development,Manager,Male,0,14118,3,1
1552,25,Research & Development,Laboratory Technician,Male,0,4775,3,3
1553,29,Sales,Sales Executive,Male,0,4233,3,5
1554,26,Research & Development,Laboratory Technician,Male,1,3743,3,3
1555,35,Research & Development,Healthcare Representative,Male,0,5661,3,15
1556,41,Research & Development,Laboratory Technician,Male,0,2576,4,2
1557,37,Research & Development,Research Scientist,Male,0,3069,3,0
1558,35,Human Resources,Research Scientist,Male,0,1878,3,1
1559,45,Research & Development,Healthcare Representative,Male,0,12169,3,24
1560,31,Research & Development,Research Scientist,Female,0,2044,4,3
1561,48,Research & Development,Manager,Male,0,1790,4,0
1562,29,Research & Development,Laboratory Technician,Male,1,1281,4,1
1563,33,Research & Development,Healthcare Representative,Female,0,5346,4,4
1564,35,Research & Development,Laboratory Technician,Male,0,2455,3,5
1565,32,Research & Development,Research Scientist,Female,1,3038,3,1
1566,40,Sales,Sales Executive,Male,0,4682,3,8
1567,30,Sales,Sales Representative,Male,0,1359,3,1
1568,27,Sales,Sales Executive,Male,0,8639,3,8
1569,31,Research & Development,Manufacturing Director,Female,0,7553,3,9
1570,40,Research & Development,Research Scientist,Male,1,6644,3,1
1571,46,Research & Development,Manufacturing Director,Male,0,8161,3,1
1572,35,Research & Development,Laboratory Technician,Male,1,2693,3,10
1573,36,Research & Development,Research Scientist,Male,0,2821,3,1
1574,37,Research & Development,Laboratory Technician,Female,1,2372,3,4
1575,40,Sales,Sales Executive,Female,0,5473,3,8
1577,28,Research & Development,Research Scientist,Male,0,3377,4,7
1578,33,Research & Development,Healthcare Representative,Female,0,5257,3,10
1579,36,Sales,Sales Executive,Female,0,4284,3,5
1581,35,Research & Development,Research Scientist,Male,0,2778,3,5
1582,36,Sales,Sales Executive,Male,0,4968,3,9
1583,44,Research & Development,Laboratory Technician,Male,0,6272,3,5
1584,34,Research & Development,Research Scientist,Female,0,4193,3,9
1585,27,Research & Development,Manufacturing Director,Male,0,6261,3,6
1586,35,Sales,Sales Executive,Male,0,4227,3,5
1587,54,Human Resources,Manufacturing Director,Male,0,5472,3,6
1588,35,Sales,Sales Executive,Female,0,5914,3,15
1589,33,Sales,Sales Executive,Male,0,6272,3,11
1590,39,Sales,Sales Executive,Female,0,13320,4,21
1591,37,Research & Development,Healthcare Representative,Female,0,6755,3,1
1592,32,Sales,Sales Executive,Male,0,8740,4,8
1593,25,Sales,Sales Executive,Female,0,6142,3,6
1594,28,Research & Development,Laboratory Technician,Male,1,1790,3,0
1595,45,Research & Development,Healthcare Representative,Male,0,10673,3,4
1596,37,Research & Development,Research Director,Male,0,12169,3,6
1597,42,Research & Development,Research Scientist,Female,0,5440,3,7
1598,40,Research & Development,Healthcare Representative,Male,0,8103,3,10
1599,36,Sales,Sales Executive,Female,0,10435,3,10
1600,28,Research & Development,Research Scientist,Male,0,1567,3,1
1601,29,Research & Development,Research Scientist,Male,0,2269,3,5
1602,34,Sales,Sales Executive,Female,0,9619,3,15
1603,56,Research & Development,Laboratory Technician,Male,0,6651,3,2
1604,27,Sales,Sales Executive,Female,0,9888,3,9
1605,21,Sales,Sales Representative,Female,1,2380,4,3
1606,31,IT,Manufacturing Director,Male,0,4157,3,4
1607,48,Research & Development,Research Scientist,Male,0,12504,3,0
1608,38,Research & Development,Research Scientist,Male,0,4440,3,5
1609,35,Research & Development,Healthcare Representative,Male,0,8823,3,10
1610,38,IT,Sales Executive,Female,0,10248,3,1
1611,30,Research & Development,Research Scientist,Male,0,2387,3,6
1612,36,Research & Development,Laboratory Technician,Female,0,4025,3,4
1613,25,Sales,Sales Executive,Unknown,1,10400,3,6
1614,33,Research & Development,Laboratory Technician,Male,1,2404,3,2
1615,35,Research & Development,Manufacturing Director,Male,0,6209,3,7
1616,35,Sales,Laboratory Technician,Female,0,3730,3,9
1617,59,Research & Development,Healthcare Representative,Male,0,7756,3,4
1618,25,Human Resources,Research Scientist,Male,0,3617,3,3
1619,30,Unknown,Human Resources,Female,0,2143,3,3
1620,35,Research & Development,Laboratory Technician,Female,0,3660,3,4
1621,44,Human Resources,Human Resources,Female,0,2143,3,10
1622,36,Sales,Sales Executive,Male,0,6651,3,6
1624,30,Sales,Sales Representative,Female,0,2083,3,5
1625,28,Sales,Sales Executive,Male,0,6209,3,3
1626,37,Research & Development,Healthcare Representative,Female,0,6646,3,6
1627,40,Human Resources,Research Scientist,Male,0,3517,3,2
1628,33,Sales,Sales Executive,Male,0,4585,3,10
1630,36,Research & Development,Manufacturing Director,Male,0,4741,3,4
1632,38,Research & Development,Healthcare Representative,Male,0,8628,3,8
1633,31,Sales,Sales Executive,Female,0,2679,4,2
1634,29,Research & Development,Laboratory Technician,Male,0,3162,3,5
1635,29,Research & Development,Research Scientist,Male,0,2515,3,4
1636,46,Sales,Sales Executive,Female,0,10480,3,7
1637,42,Research & Development,Laboratory Technician,Male,0,2096,3,2
1638,31,Research & Development,Laboratory Technician,Male,1,5957,3,10
1639,34,Research & Development,Laboratory Technician,Female,0,2157,3,5
1640,53,Research & Development,Manufacturing Director,Male,0,7918,3,33
1641,36,Research & Development,Healthcare Representative,Male,0,8858,3,10
1642,31,Unknown,Laboratory Technician,Male,1,4434,3,1
1643,57,Research & Development,Manufacturing Director,Female,0,6755,3,3
1644,31,Sales,Sales Executive,Male,0,6735,3,3
1645,35,Research & Development,Healthcare Representative,Male,0,6755,3,10
1646,27,Research & Development,Laboratory Technician,Male,0,2218,3,4
1647,33,Research & Development,Research Scientist,Female,0,3730,3,3
1648,41,Sales,Sales Executive,Male,0,5473,4,6
1650,50,Research & Development,Research Scientist,Male,0,2887,4,5
1651,35,Human Resources,Sales Executive,Female,0,5406,3,10
1652,29,Research & Development,Research Scientist,Male,0,2235,3,4
1653,38,Sales,Sales Representative,Male,0,4876,3,2
1654,43,Research & Development,Manufacturing Director,Unknown,0,10447,3,13
1655,47,Sales,Sales Executive,Female,0,5253,3,3
1657,31,Research & Development,Manufacturing Director,Male,0,9852,3,9
1658,37,Research & Development,Manager,Male,0,13610,3,12
1659,44,Research & Development,Healthcare Representative,Male,0,10482,3,22
1660,35,Research & Development,Laboratory Technician,Male,0,2686,3,8
1661,31,Research & Development,Laboratory Technician,Male,0,2886,3,3
1662,27,Research & Development,Research Scientist,Female,0,1601,3,0
1663,31,Research & Development,Manufacturing Director,Female,0,7403,3,9
1665,27,Research & Development,Laboratory Technician,Unknown,0,2008,3,1
1666,21,Research & Development,Laboratory Technician,Female,0,2028,3,2
1667,28,Research & Development,Laboratory Technician,Female,0,2207,3,3
1669,44,Research & Development,Research Scientist,Female,0,2372,3,2
1670,48,Research & Development,Research Director,Male,0,6673,3,1
1671,55,Research & Development,Healthcare Representative,Male,0,5993,3,10
1672,35,Sales,Sales Executive,Female,0,8722,3,10
1673,32,Research & Development,Research Scientist,Male,0,3544,3,4
1674,29,Human Resources,Human Resources,Female,1,2804,3,1
1675,35,Sales,Sales Executive,Male,0,5406,4,10
1676,36,Research & Development,Laboratory Technician,Female,0,2593,3,8
1,41,Sales,Sales Executive,Female,1,5993,3,6
2,49,Research & Development,Research Scientist,Male,0,5130,4,10
4,37,Research & Development,Laboratory Technician,Female,1,2090,3,0
5,33,Research & Development,Research Scientist,Female,0,2909,3,8
7,27,Human Resources,Laboratory Technician,Male,0,3468,3,2
8,32,Research & Development,Laboratory Technician,Male,0,3068,3,7
10,59,Human Resources,Laboratory Technician,Female,0,2670,4,1
11,30,Research & Development,Laboratory Technician,Male,0,2693,4,1
12,38,Research & Development,Manufacturing Director,Male,0,9526,4,9
13,36,Research & Development,Healthcare Representative,Male,0,5237,3,7
14,35,Research & Development,Laboratory Technician,Male,0,2426,3,5
15,29,Research & Development,Laboratory Technician,Female,0,4193,3,9
16,31,Research & Development,Research Scientist,Male,0,2911,3,5
18,34,Research & Development,Laboratory Technician,Male,0,2661,3,2
19,35,Research & Development,Laboratory Technician,Male,1,2028,3,4
20,29,Research & Development,Manufacturing Director,Female,0,9980,3,10
21,32,Human Resources,Research Scientist,Male,0,3298,3,6
22,22,Research & Development,Laboratory Technician,Male,0,2935,3,1
24,38,IT,Research Scientist,Male,0,3944,3,3
26,24,Sales,Manufacturing Director,Female,0,4011,3,4
27,36,IT,Sales Representative,Male,1,3407,4,5
28,34,Research & Development,Research Director,Female,0,11994,3,12
30,21,Research & Development,Research Scientist,Male,0,1232,3,0
31,34,Research & Development,Research Scientist,Male,1,2960,3,4
33,32,Research & Development,Research Scientist,Unknown,1,3919,4,10
35,42,Sales,Sales Executive,Male,0,6825,3,9
36,44,Research & Development,Healthcare Representative,Female,0,10248,3,22
39,33,Research & Development,Laboratory Technician,Male,0,2496,3,1
40,44,Research & Development,Healthcare Representative,Male,0,6465,3,4
41,30,Research & Development,Laboratory Technician,Male,0,2206,3,10
42,35,Sales,Sales Representative,Male,1,2086,3,1
45,35,Research & Development,Research Scientist,Male,1,2293,3,2
46,43,Research & Development,Research Scientist,Female,0,2645,3,5
47,50,Sales,Sales Representative,Male,1,2683,3,3
49,35,IT,Sales Representative,Female,0,2014,3,2
51,36,Research & Development,Research Scientist,Male,0,3419,3,1
52,33,Sales,Sales Executive,Female,0,5376,3,5
53,35,Research & Development,Laboratory Technician,Male,0,1951,3,1
54,27,Research & Development,Laboratory Technician,Male,0,2341,3,1
55,26,Research & Development,Laboratory Technician,Male,1,2293,3,1
56,27,Sales,Sales Executive,Male,0,8726,3,9
57,30,Research & Development,Laboratory Technician,Female,0,4011,4,12
60,34,Sales,Sales Executive,Male,0,4568,4,9
61,37,Research & Development,Research Scientist,Male,0,3022,4,1
62,46,Sales,Sales Executive,Male,0,5772,4,9
63,35,Research & Development,Laboratory Technician,Male,0,2269,3,1
64,35,Research & Development,Laboratory Technician,Male,1,5381,3,1
65,28,Research & Development,Laboratory Technician,Male,1,3441,3,2
68,44,Sales,Sales Executive,Female,0,5454,4,4
70,35,Research & Development,Healthcare Representative,Male,0,9884,3,4
72,26,Sales,Sales Executive,Female,0,4157,3,2
73,35,Research & Development,Research Director,Female,0,13458,3,15
74,35,Sales,Sales Executive,Male,0,9069,4,9
75,35,Research & Development,Laboratory Technician,Female,0,4014,3,2
76,35,Research & Development,Laboratory Technician,Male,0,5915,4,7
77,37,Research & Development,Manufacturing Director,Male,0,5993,3,7
78,32,IT,Manufacturing Director,Male,0,6162,4,9
79,38,Research & Development,Laboratory Technician,Female,0,2406,3,10
81,35,Sales,Sales Executive,Female,0,7637,3,21
83,35,Research & Development,Healthcare Representative,Female,0,10096,3,17
84,55,IT,Manager,Female,0,14756,3,5
85,36,Research & Development,Manufacturing Director,Male,0,6499,3,6
86,45,Research & Development,Research Scientist,Male,0,9724,3,1
88,35,Human Resources,Research Scientist,Male,0,2194,3,3
90,36,Research & Development,Research Scientist,Male,1,3388,3,1
91,59,Sales,Sales Executive,Female,0,5473,3,4
94,29,Research & Development,Research Scientist,Male,0,2703,4,5
95,31,Research & Development,Research Scientist,Male,0,2501,3,1
96,32,Research & Development,Research Scientist,Male,0,6220,3,10
97,36,Research & Development,Laboratory Technician,Female,0,3038,3,1
98,31,Research & Development,Manufacturing Director,Female,0,4424,4,11
100,35,Sales,Sales Executive,Male,0,4312,3,15
101,35,Research & Development,Research Director,Male,0,13245,3,0
102,37,Research & Development,Research Director,Female,0,13664,3,5
103,46,Sales,Human Resources,Male,0,5021,4,4
104,30,Research & Development,Laboratory Technician,Male,0,5126,3,10
105,35,Research & Development,Research Scientist,Male,0,2859,3,6
106,55,Sales,Sales Executive,Male,0,10239,3,1
107,38,Research & Development,Research Scientist,Female,0,5329,3,13
110,34,Research & Development,Manufacturing Director,Male,0,4325,3,5
112,56,Research & Development,Manufacturing Director,Male,0,7260,3,6
113,23,Sales,Sales Representative,Male,0,2322,3,0
116,51,Research & Development,Laboratory Technician,Male,0,2075,4,4
117,30,IT,Healthcare Representative,Male,0,4152,3,11
118,46,Sales,Sales Executive,Male,1,9619,3,9
119,40,Research & Development,Healthcare Representative,Male,0,13503,4,22
120,51,Sales,Sales Executive,Male,0,5441,4,10
121,30,Sales,Sales Executive,Female,0,5209,3,11
124,46,Research & Development,Healthcare Representative,Male,0,10673,3,10
125,32,IT,Sales Executive,Male,0,5010,3,11
126,54,Research & Development,Research Director,Female,0,13549,3,4
128,24,Sales,Sales Executive,Female,0,4999,4,3
129,28,Sales,Sales Executive,Male,0,4221,3,5
131,58,Sales,Sales Executive,Male,0,13872,3,37
132,44,Research & Development,Laboratory Technician,Male,0,2042,3,3
133,37,Human Resources,Human Resources,Male,1,2073,4,3
134,32,IT,Research Scientist,Male,0,2956,3,1
137,20,IT,Laboratory Technician,Female,1,2926,3,1
138,34,Research & Development,Research Scientist,Female,0,4809,3,16
139,37,Research & Development,Healthcare Representative,Male,0,5163,3,1
142,25,Sales,Sales Executive,Male,1,5744,3,6
143,25,Research & Development,Research Scientist,Unknown,0,2889,3,2
144,22,Research & Development,Laboratory Technician,Female,0,2871,3,0
145,51,Research & Development,Healthcare Representative,Female,0,7484,4,13
147,34,Human Resources,Laboratory Technician,Male,1,6074,4,9
150,24,Sales,Laboratory Technician,Male,0,2774,3,5
151,34,Human Resources,Research Scientist,Female,0,4505,3,1
152,37,Sales,Sales Executive,Male,0,7428,3,5
153,34,Research & Development,Manager,Female,0,11631,3,11
154,36,Sales,Sales Executive,Female,0,9738,3,9
155,36,Research & Development,Laboratory Technician,Female,0,2835,4,1
159,30,Research & Development,Research Scientist,Male,0,2613,4,10
160,33,Sales,Sales Executive,Male,0,6146,3,7
161,56,Research & Development,Research Scientist,Female,1,4963,3,5
163,31,Sales,Sales Executive,Male,1,6172,3,7
164,26,Research & Development,Research Scientist,Female,0,2368,3,5
165,58,Research & Development,Healthcare Representative,Female,1,10312,3,40
167,19,Sales,Sales Representative,Male,1,1675,3,0
169,22,Research & Development,Laboratory Technician,Male,0,2523,3,2
170,49,Research & Development,Manufacturing Director,Female,0,6567,3,15
171,43,Research & Development,Research Scientist,Female,0,4739,3,3
174,50,Sales,Sales Executive,Female,0,9208,3,2
175,31,Sales,Sales Executive,Female,1,4559,3,2
176,41,Sales,Sales Executive,Male,0,8189,3,9
177,26,Sales,Human Resources,Female,0,2942,4,8
178,36,Research & Development,Manufacturing Director,Male,0,4941,4,3
179,51,Human Resources,Manufacturing Director,Male,1,10650,3,4
182,39,Human Resources,Sales Executive,Female,0,5902,3,15
183,25,Sales,Sales Executive,Male,0,8639,3,2
184,30,Human Resources,Human Resources,Male,0,6347,3,11
190,32,Research & Development,Laboratory Technician,Female,1,4200,4,5
192,45,Sales,Research Scientist,Male,0,3452,3,6
193,38,Research & Development,Research Scientist,Female,0,4317,4,3
194,30,Research & Development,Research Scientist,Female,0,2632,3,5
195,32,Sales,Sales Executive,Male,0,4668,3,8
197,30,Research & Development,Research Scientist,Female,0,3204,3,3
198,30,Research & Development,Laboratory Technician,Male,0,2720,3,5
200,41,Research & Development,Laboratory Technician,Male,0,2238,4,5
201,19,Research & Development,Laboratory Technician,Female,0,1483,3,1
202,40,Research & Development,Research Scientist,Female,0,5605,3,20
204,35,Sales,Sales Executive,Male,0,7295,3,10
205,53,Sales,Sales Representative,Male,0,2306,4,7
206,45,Human Resources,Laboratory Technician,Female,0,2348,3,17
207,32,Sales,Sales Executive,Female,0,8998,3,9
208,29,Research & Development,Manufacturing Director,Male,0,4319,3,10
211,51,Sales,Manufacturing Director,Male,0,6132,3,1
214,58,Research & Development,Research Scientist,Female,0,3346,4,1
215,40,Sales,Sales Executive,Female,0,10855,3,12
216,34,Sales,Sales Representative,Female,0,2231,3,4
217,22,Research & Development,Research Scientist,Male,0,2323,4,2
218,27,Research & Development,Research Scientist,Male,0,2024,3,2
221,35,Research & Development,Research Scientist,Male,0,2713,3,5
223,57,Research & Development,Healthcare Representative,Male,0,9439,3,5
224,27,Research & Development,Research Scientist,Male,0,2566,3,1
227,41,Research & Development,Research Scientist,Male,0,2451,3,9
228,30,Sales,Sales Executive,Female,0,9419,3,10
230,38,Sales,Sales Executive,Female,0,8686,4,8
231,32,Research & Development,Research Scientist,Male,0,3038,4,5
233,27,Research & Development,Research Scientist,Male,0,3058,3,5
235,19,Sales,Sales Representative,Female,1,2325,4,0
238,36,Research & Development,Laboratory Technician,Male,0,2088,3,8
239,30,Research & Development,Laboratory Technician,Male,0,3072,3,12
240,45,Sales,Sales Executive,Female,0,5006,3,5
241,56,Research & Development,Research Scientist,Female,0,4257,3,2
242,33,Research & Development,Research Scientist,Male,0,2500,3,3
243,19,Research & Development,Laboratory Technician,Male,1,1102,4,1
244,46,Sales,Sales Executive,Female,0,10453,4,24
245,38,Sales,Laboratory Technician,Female,0,2288,3,2
246,31,Research & Development,Research Scientist,Male,0,3929,4,4
247,34,Research & Development,Research Scientist,Female,0,2311,3,3
248,41,Sales,Sales Representative,Female,1,3140,4,4
249,50,Research & Development,Laboratory Technician,Female,0,3690,3,3
250,53,Research & Development,Manufacturing Director,Female,0,4450,3,4
252,33,Research & Development,Research Scientist,Female,0,2756,3,8
256,34,Research & Development,Manufacturing Director,Female,0,9547,3,10
258,51,Research & Development,Healthcare Representative,Female,0,13734,3,7
260,27,Research & Development,Research Scientist,Female,0,2279,3,7
261,35,Research & Development,Manufacturing Director,Unknown,1,5916,3,1
262,43,Research & Development,Research Scientist,Male,0,2089,3,5
267,37,Research & Development,Research Scientist,Male,0,3564,3,8
269,35,Research & Development,Laboratory Technician,Female,0,4425,3,6
270,42,Sales,Manufacturing Director,Female,0,5265,3,5
271,38,Research & Development,Manufacturing Director,Male,0,6553,3,1
273,38,Research & Development,Manufacturing Director,Female,0,6261,3,7
274,27,Research & Development,Manufacturing Director,Male,0,4298,3,2
275,35,Research & Development,Manufacturing Director,Male,0,6804,3,7
277,34,Research & Development,Research Scientist,Male,0,3815,3,5
281,40,Research & Development,Laboratory Technician,Female,0,2741,3,7
282,38,Research & Development,Healthcare Representative,Unknown,1,6673,3,1
283,29,Sales,Sales Executive,Female,1,7639,4,10
284,22,Research & Development,Research Scientist,Male,0,2328,3,4
286,36,Research & Development,Laboratory Technician,Female,0,2153,3,8
287,40,IT,Healthcare Representative,Female,0,4876,3,3
288,46,IT,Healthcare Representative,Male,0,9396,3,4
291,32,Human Resources,Sales Executive,Male,1,10400,3,14
292,30,Research & Development,Manufacturing Director,Male,0,8474,4,11
293,35,Sales,Sales Executive,Female,0,9981,3,7
296,51,Research & Development,Research Director,Male,0,12490,3,10
297,30,Research & Development,Research Scientist,Female,1,2657,3,5
298,41,Sales,Manager,Female,0,13591,3,1
299,30,Sales,Sales Executive,Female,1,6696,3,6
300,29,Research & Development,Research Scientist,Male,1,2058,3,6
302,45,IT,Sales Executive,Female,0,8865,3,19
303,54,Sales,Sales Executive,Female,0,5940,3,6
304,36,Research & Development,Laboratory Technician,Male,0,5914,3,13
305,33,Research & Development,Research Scientist,Female,0,2622,4,3
306,37,Research & Development,Research Director,Male,0,12185,3,10
307,38,Sales,Sales Executive,Male,0,10609,3,16
308,31,Research & Development,Manufacturing Director,Male,0,4345,3,5
309,59,IT,Research Scientist,Male,0,2177,3,1
311,37,Sales,Sales Representative,Male,0,2793,3,9
312,29,Human Resources,Sales Executive,Female,0,7918,3,11
314,35,Sales,Sales Executive,Unknown,0,8789,3,10
315,29,Research & Development,Research Scientist,Male,1,2389,3,4
316,52,Research & Development,Laboratory Technician,Female,0,3212,3,2
321,59,Human Resources,Human Resources,Male,0,2267,3,2
325,33,Research & Development,Laboratory Technician,Male,1,2436,3,5
328,33,Research & Development,Laboratory Technician,Female,1,2707,4,9
330,32,Sales,Sales Representative,Female,0,3931,3,4
331,32,Research & Development,Laboratory Technician,Male,1,3730,3,3
332,39,Research & Development,Laboratory Technician,Female,0,2232,3,3
333,32,Sales,Sales Executive,Male,0,4465,3,3
334,41,Research & Development,Research Scientist,Unknown,0,3072,3,1
335,40,Sales,Research Scientist,Male,0,3319,3,9
337,31,Research & Development,Research Director,Male,0,13675,3,2
338,33,Research & Development,Research Scientist,Female,0,2911,3,2
339,34,Research & Development,Manufacturing Director,Male,0,5957,3,11
340,37,Research & Development,Research Scientist,Female,0,3920,3,3
341,45,Research & Development,Manufacturing Director,Female,0,6434,3,3
342,37,Research & Development,Manufacturing Director,Male,1,10048,3,1
343,39,Research & Development,Healthcare Representative,Female,0,10938,4,19
346,29,Research & Development,Research Scientist,Male,0,2340,3,6
347,42,Human Resources,Research Scientist,Female,0,6545,3,3
349,29,Sales,Sales Executive,Male,0,6931,3,3
350,25,Research & Development,Manufacturing Director,Female,0,4898,3,4
351,42,Human Resources,Laboratory Technician,Female,0,2593,3,9
353,51,Research & Development,Research Scientist,Male,0,2723,3,1
355,31,Research & Development,Laboratory Technician,Male,1,3479,3,5
359,35,Research & Development,Laboratory Technician,Male,0,2794,4,5
361,38,Sales,Sales Executive,Male,0,5249,3,8
362,32,Research & Development,Laboratory Technician,Male,0,2176,3,6
364,35,Research & Development,Laboratory Technician,Male,1,3485,3,0
366,29,Sales,Sales Executive,Male,0,6644,3,0
367,31,Research & Development,Healthcare Representative,Male,0,5582,4,9
369,25,Research & Development,Healthcare Representative,Male,0,4000,3,6
372,45,IT,Healthcare Representative,Female,0,13496,3,20
373,36,Research & Development,Laboratory Technician,Male,0,3210,3,15
376,47,Research & Development,Manager,Male,1,11849,3,10
377,28,Research & Development,Research Scientist,Male,0,2070,4,5
378,37,Sales,Sales Executive,Male,0,6502,3,5
379,21,Research & Development,Research Scientist,Female,0,3230,3,3
380,37,Research & Development,Research Director,Female,0,13603,3,5
381,35,Research & Development,Manager,Female,0,11996,3,7
382,38,Sales,Sales Executive,Female,0,5605,4,8
384,26,Research & Development,Manufacturing Director,Female,0,6397,4,6
387,42,Sales,Sales Executive,Female,0,4907,4,20
388,29,Sales,Sales Executive,Male,0,4554,3,10
389,55,Research & Development,Laboratory Technician,Male,0,5415,3,10
390,35,Research & Development,Healthcare Representative,Male,0,4741,3,5
391,37,Human Resources,Research Scientist,Female,0,2115,3,17
392,35,Research & Development,Laboratory Technician,Male,1,3161,4,1
393,35,Research & Development,Healthcare Representative,Male,0,5745,3,2
394,26,Research & Development,Laboratory Technician,Male,1,2373,3,3
395,35,Research & Development,Research Scientist,Female,0,3310,4,5
397,36,Research & Development,Research Scientist,Male,0,4485,3,8
399,31,Sales,Sales Representative,Female,0,2789,3,2
401,26,Unknown,Sales Executive,Male,1,5828,3,8
403,37,Research & Development,Research Scientist,Male,0,2326,3,4
404,42,Sales,Sales Executive,Female,0,13525,3,20
405,18,Research & Development,Laboratory Technician,Male,1,1420,3,0
406,35,Sales,Sales Executive,Female,0,8020,3,11
407,36,Research & Development,Laboratory Technician,Female,0,3688,3,1
408,51,IT,Manufacturing Director,Male,0,5482,3,4
411,35,Sales,Sales Representative,Female,0,1200,3,0
412,28,Research & Development,Healthcare Representative,Female,0,5661,3,8
416,31,Sales,Sales Executive,Male,0,6929,3,8
417,39,Human Resources,Healthcare Representative,Male,0,9613,3,18
419,36,Research & Development,Laboratory Technician,Female,0,5674,3,9
420,35,Sales,Sales Executive,Male,0,5484,3,13
421,38,Research & Development,Research Director,Female,0,12061,3,10
422,58,Research & Development,Healthcare Representative,Male,0,5660,3,5
423,31,Research & Development,Research Scientist,Male,0,4821,3,5
424,31,IT,Human Resources,Male,0,6410,3,2
425,45,Research & Development,Laboratory Technician,Male,0,5210,3,24
426,31,Research & Development,Research Scientist,Male,0,2695,3,2
428,33,Research & Development,Manager,Female,0,11878,3,10
430,35,Research & Development,Laboratory Technician,Female,0,2455,3,8
431,49,Research & Development,Healthcare Representative,Female,0,13964,3,7
433,52,Research & Development,Research Scientist,Male,1,4941,3,8
434,27,Research & Development,Research Scientist,Female,0,2478,3,4
436,32,Sales,Sales Executive,Female,0,5228,3,13
437,27,Sales,Sales Executive,Male,0,4478,3,5
438,31,Sales,Sales Executive,Male,0,7547,3,7
439,32,Research & Development,Research Scientist,Female,0,5055,3,7
440,28,Research & Development,Research Scientist,Male,1,3464,3,3
441,30,Research & Development,Research Scientist,Female,0,5775,3,10
442,31,Human Resources,Manufacturing Director,Female,0,8943,4,10
445,39,Sales,Sales Executive,Female,1,5238,3,1
446,33,Sales,Sales Executive,Male,0,4682,3,7
448,43,Research & Development,Laboratory Technician,Unknown,0,5257,3,9
449,35,Sales,Sales Executive,Male,0,6349,3,5
450,54,Research & Development,Research Scientist,Female,0,4869,3,4
451,43,Research & Development,Healthcare Representative,Female,0,9985,3,1
452,45,Research & Development,Research Scientist,Male,0,3697,3,10
453,40,Sales,Sales Executive,Male,0,7457,4,4
454,29,IT,Laboratory Technician,Male,1,2119,3,7
455,29,Research & Development,Laboratory Technician,Male,0,3983,3,3
456,30,Sales,Sales Executive,Female,0,6118,3,10
458,27,Sales,Sales Executive,Female,0,6214,3,8
460,37,Unknown,Manufacturing Director,Male,0,6347,3,6
461,38,Research & Development,Research Director,Male,0,11510,3,11
462,35,Research & Development,Manufacturing Director,Female,0,7143,3,11
463,29,Sales,Sales Executive,Female,0,8268,3,7
464,35,Research & Development,Manufacturing Director,Male,0,8095,3,16
465,35,Research & Development,Research Scientist,Male,0,2904,3,4
466,41,Research & Development,Manufacturing Director,Male,0,6032,3,5
467,47,Sales,Sales Representative,Unknown,0,2976,3,0
469,29,Sales,Sales Executive,Male,0,4649,3,4
470,42,Human Resources,Human Resources,Male,0,2696,3,3
471,32,Research & Development,Laboratory Technician,Female,0,2370,3,8
473,48,Sales,Manager,Female,0,12504,4,0
474,37,Research & Development,Research Scientist,Male,0,5974,3,7
475,35,Sales,Sales Executive,Female,0,4736,3,2
476,26,Sales,Sales Executive,Male,0,5296,3,8
477,42,Research & Development,Healthcare Representative,Male,0,6781,4,1
478,21,Sales,Sales Representative,Female,1,2174,3,3
479,36,Sales,Sales Executive,Female,0,6653,3,1
481,36,Sales,Sales Executive,Male,0,9699,3,13
482,57,Human Resources,Healthcare Representative,Male,0,6755,3,3
483,40,Research & Development,Laboratory Technician,Female,0,2213,3,7
484,21,Sales,Sales Representative,Male,0,2610,4,3
485,33,Unknown,Sales Representative,Female,1,2851,3,1
486,37,Research & Development,Laboratory Technician,Female,0,3452,4,5
487,46,Research & Development,Manufacturing Director,Female,0,5258,3,1
488,41,Sales,Sales Executive,Male,1,9355,3,8
491,50,Research & Development,Healthcare Representative,Unknown,0,10496,3,4
492,40,Sales,Sales Executive,Male,1,6380,3,6
493,31,IT,Research Scientist,Male,0,2657,3,2
494,21,Sales,Sales Representative,Female,1,2716,3,1
495,29,Research & Development,Research Scientist,Male,0,2201,3,3
496,35,Research & Development,Healthcare Representative,Male,0,6540,3,1
497,27,Research & Development,Laboratory Technician,Male,0,3816,3,5
498,28,Sales,Sales Executive,Male,0,5253,3,7
499,49,Research & Development,Healthcare Representative,Male,0,10965,4,5
500,51,Sales,Sales Executive,Female,0,4936,3,7
501,36,Research & Development,Research Scientist,Female,0,2543,3,2
502,34,Sales,Sales Executive,Male,1,5304,3,5
507,24,Sales,Sales Executive,Female,0,4260,3,5
508,30,Sales,Sales Representative,Male,0,2476,3,1
510,26,Research & Development,Research Scientist,Male,1,3102,4,6
511,22,Research & Development,Research Scientist,Female,0,2244,3,2
